,사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
470,2022-10,6호선,2645,석계,"279,936","296,527","80,359","80,280",2022-11-03 10:23:08
471,2022-10,6호선,2646,태릉입구,"138,154","156,890","31,122","31,081",2022-11-03 10:23:08
472,2022-10,6호선,2647,화랑대(서울여대입구),"306,396","232,180","49,075","44,262",2022-11-03 10:23:08
473,2022-10,6호선,2648,봉화산(서울의료원),"201,612","189,794","49,566","48,972",2022-11-03 10:23:08
474,2022-10,6호선,2649,신내,15,0,0,0,2022-11-03 10:23:08
475,2022-10,7호선,2711,장암,"58,070","23,993","11,253","8,074",2022-11-03 10:23:08
476,2022-10,7호선,2712,도봉산,"229,845","263,142","54,722","77,206",2022-11-03 10:23:08
477,2022-10,7호선,2713,수락산,"277,040","268,239","100,941","102,701",2022-11-03 10:23:08
478,2022-10,7호선,2714,마들,"286,768","261,389","86,645","84,953",2022-11-03 10:23:08
479,2022-10,7호선,2715,노원,"450,481","478,106","125,563","126,523",2022-11-03 10:23:08
480,2022-10,7호선,2716,중계,"324,839","289,717","93,107","89,135",2022-11-03 10:23:08
481,2022-10,7호선,2717,하계,"414,314","384,811","108,424","104,599",2022-11-03 10:23:08
482,2022-10,7호선,2718,공릉(서울과학기술대),"281,814","277,220","71,849","72,165",2022-11-03 10:23:08
483,2022-10,7호선,2719,태릉입구,"225,333","210,744","44,748","42,108",2022-11-03 10:23:08
484,2022-10,7호선,2720,먹골,"226,952","218,514","66,145","67,209",2022-11-03 10:23:08
485,2022-10,7호선,2721,중화,"242,945","234,093","64,606","64,299",2022-11-03 10:23:08
486,2022-10,7호선,2722,상봉(시외버스터미널),"419,840","399,990","74,701","71,851",2022-11-03 10:23:08
487,2022-10,7호선,2723,면목,"360,950","342,144","97,397","99,222",2022-11-03 10:23:08
488,2022-10,7호선,2724,사가정,"369,573","364,514","100,618","100,327",2022-11-03 10:23:08
489,2022-10,7호선,2725,용마산(용마폭포공원),"138,510","133,522","36,469","39,709",2022-11-03 10:23:08
490,2022-10,7호선,2726,중곡,"248,660","225,192","63,596","63,425",2022-11-03 10:23:08
491,2022-10,7호선,2727,군자(능동),"351,542","267,896","80,915","70,162",2022-11-03 10:23:08
492,2022-10,7호선,2728,어린이대공원(세종대),"448,714","460,146","46,015","45,436",2022-11-03 10:23:08
493,2022-10,7호선,2729,건대입구,"333,673","359,388","55,469","50,332",2022-11-03 10:23:08
494,2022-10,7호선,2730,뚝섬유원지,"243,197","232,175","47,174","46,621",2022-11-03 10:23:08
495,2022-10,7호선,2731,청담,"457,155","517,573","77,979","75,130",2022-11-03 10:23:08
496,2022-10,7호선,2732,강남구청,"402,816","454,446","52,385","54,096",2022-11-03 10:23:08
497,2022-10,7호선,2733,학동,"554,565","595,403","61,939","59,678",2022-11-03 10:23:08
498,2022-10,7호선,2734,논현,"445,916","470,332","45,388","45,260",2022-11-03 10:23:08
499,2022-10,7호선,2735,반포,"143,648","140,201","34,872","33,365",2022-11-03 10:23:08
500,2022-10,7호선,2736,고속터미널,"457,013","346,959","72,470","63,327",2022-11-03 10:23:08
501,2022-10,7호선,2737,내방,"325,295","333,043","68,269","66,175",2022-11-03 10:23:08
502,2022-10,7호선,2738,이수,"381,334","358,065","77,154","71,810",2022-11-03 10:23:08
503,2022-10,7호선,2739,남성,"255,600","233,839","73,273","72,538",2022-11-03 10:23:08
504,2022-10,7호선,2740,숭실대입구(살피재),"353,950","352,048","63,954","66,620",2022-11-03 10:23:08
505,2022-10,7호선,2741,상도,"283,571","274,777","61,632","57,485",2022-11-03 10:23:08
506,2022-10,7호선,2742,장승배기,"194,786","187,297","66,790","68,895",2022-11-03 10:23:08
507,2022-10,7호선,2743,신대방삼거리,"344,507","320,049","88,423","90,354",2022-11-03 10:23:08
508,2022-10,7호선,2744,보라매,"182,426","183,359","33,632","34,554",2022-11-03 10:23:08
509,2022-10,7호선,2745,신풍,"260,047","242,023","73,722","73,032",2022-11-03 10:23:08
510,2022-10,7호선,2746,대림(구로구청),"221,186","223,558","38,810","38,011",2022-11-03 10:23:08
511,2022-10,7호선,2747,남구로,"356,954","374,495","61,287","61,509",2022-11-03 10:23:08
512,2022-10,7호선,2748,가산디지털단지,"1,011,719","1,007,038","88,770","83,248",2022-11-03 10:23:08
513,2022-10,7호선,2749,철산,"516,506","527,507","102,919","101,928",2022-11-03 10:23:08
514,2022-10,7호선,2750,광명사거리,"473,421","457,843","149,744","155,100",2022-11-03 10:23:08
515,2022-10,7호선,2751,천왕,"266,211","250,416","57,713","57,574",2022-11-03 10:23:08
516,2022-10,7호선,2752,온수(성공회대입구),"251,908","237,018","41,014","39,367",2022-11-03 10:23:08
517,2022-10,7호선,2753,까치울,1,0,0,0,2022-11-03 10:23:08
518,2022-10,7호선,2754,부천종합운동장,1,0,0,0,2022-11-03 10:23:08
519,2022-10,7호선,2755,춘의,2,0,0,0,2022-11-03 10:23:08
520,2022-10,7호선,2756,신중동,1,0,0,0,2022-11-03 10:23:08
521,2022-10,8호선,2811,암사,"432,554","371,564","106,996","105,603",2022-11-03 10:23:08
522,2022-10,8호선,2812,천호(풍납토성),"343,363","411,659","84,731","80,151",2022-11-03 10:23:08
523,2022-10,8호선,2813,강동구청,"225,122","230,512","64,326","64,351",2022-11-03 10:23:08
524,2022-10,8호선,2814,몽촌토성(평화의문),"165,114","171,196","39,176","37,887",2022-11-03 10:23:08
525,2022-10,8호선,2815,잠실(송파구청),"389,337","474,159","73,391","71,894",2022-11-03 10:23:08
526,2022-10,8호선,2816,석촌,"169,689","209,898","52,450","55,780",2022-11-03 10:23:08
527,2022-10,8호선,2817,송파,"187,090","181,814","60,868","60,871",2022-11-03 10:23:08
528,2022-10,8호선,2818,가락시장,"154,815","178,853","63,215","63,828",2022-11-03 10:23:08
529,2022-10,8호선,2819,문정,"478,502","505,613","60,155","59,376",2022-11-03 10:23:08
530,2022-10,8호선,2820,장지,"412,669","388,567","81,145","76,399",2022-11-03 10:23:08
531,2022-10,8호선,2821,복정,"233,808","193,545","40,677","36,598",2022-11-03 10:23:08
532,2022-10,8호선,2822,산성,"127,690","125,023","33,490","36,781",2022-11-03 10:23:08
533,2022-10,8호선,2823,남한산성입구(성남법원.검찰청),"338,349","305,279","79,982","75,100",2022-11-03 10:23:08
534,2022-10,8호선,2824,단대오거리,"243,908","230,526","72,270","70,196",2022-11-03 10:23:08
535,2022-10,8호선,2825,신흥,"94,581","101,649","38,403","39,862",2022-11-03 10:23:08
536,2022-10,8호선,2826,수진,"111,606","99,035","43,726","43,274",2022-11-03 10:23:08
537,2022-10,8호선,2827,모란,"86,820","74,848","55,172","43,392",2022-11-03 10:23:08
538,2022-10,8호선,2828,남위례,"143,091","147,612","29,683","29,716",2022-11-03 10:23:08
539,2022-10,9호선,4101,개화,"63,486","44,128","14,356","11,562",2022-11-03 10:23:08
540,2022-10,9호선,4102,김포공항,"220,025","331,044","20,772","26,004",2022-11-03 10:23:08
541,2022-10,9호선,4103,공항시장,"63,172","66,640","23,713","26,239",2022-11-03 10:23:08
542,2022-10,9호선,4104,신방화,"149,685","142,953","47,411","47,165",2022-11-03 10:23:08
543,2022-10,9호선,4105,마곡나루(서울식물원),"319,575","317,718","35,402","34,430",2022-11-03 10:23:08
544,2022-10,9호선,4106,양천향교,"224,293","227,168","45,859","45,091",2022-11-03 10:23:08
545,2022-10,9호선,4107,가양,"486,136","472,359","133,466","130,739",2022-11-03 10:23:08
546,2022-10,9호선,4108,증미,"153,264","141,211","34,376","34,473",2022-11-03 10:23:08
547,2022-10,9호선,4109,등촌,"243,118","226,565","79,984","80,224",2022-11-03 10:23:08
548,2022-10,9호선,4110,염창,"435,971","416,490","74,715","73,643",2022-11-03 10:23:08
549,2022-10,9호선,4111,신목동,"98,892","83,551","23,638","22,101",2022-11-03 10:23:08
550,2022-10,9호선,4112,선유도,"203,570","192,355","29,633","28,750",2022-11-03 10:23:08
551,2022-10,9호선,4113,당산,"475,872","479,877","66,962","63,178",2022-11-03 10:23:08
552,2022-10,9호선,4114,국회의사당,"369,881","382,083","55,269","48,823",2022-11-03 10:23:08
553,2022-10,9호선,4115,여의도,"715,170","684,893","50,503","46,208",2022-11-03 10:23:08
554,2022-10,9호선,4116,샛강,"153,334","142,844","27,906","27,409",2022-11-03 10:23:08
555,2022-10,9호선,4117,노량진,"699,986","695,687","91,123","92,318",2022-11-03 10:23:08
556,2022-10,9호선,4118,노들,"116,136","98,183","34,096","31,425",2022-11-03 10:23:08
557,2022-10,9호선,4119,흑석(중앙대입구),"216,758","220,722","56,903","57,704",2022-11-03 10:23:08
558,2022-10,9호선,4120,동작(현충원),"46,483","35,964","11,750","9,507",2022-11-03 10:23:08
559,2022-10,9호선,4121,구반포,"26,586","27,131","9,095","9,517",2022-11-03 10:23:08
560,2022-10,9호선,4122,신반포,"91,811","91,966","23,875","23,879",2022-11-03 10:23:08
561,2022-10,9호선,4123,고속터미널,"386,953","538,829","64,013","75,170",2022-11-03 10:23:08
562,2022-10,9호선,4124,사평,"85,255","80,685","22,265","22,378",2022-11-03 10:23:08
563,2022-10,9호선,4125,신논현,"819,639","805,785","52,430","51,036",2022-11-03 10:23:08
564,2022-10,공항철도 1호선,4201,서울역,"315,108","282,395","37,239","32,441",2022-11-03 10:23:08
565,2022-10,공항철도 1호선,4202,공덕,"65,019","89,396","8,259","9,874",2022-11-03 10:23:08
566,2022-10,공항철도 1호선,4203,홍대입구,"373,283","373,997","19,272","18,016",2022-11-03 10:23:08
567,2022-10,공항철도 1호선,4204,디지털미디어시티,"346,669","324,680","27,482","25,707",2022-11-03 10:23:08
568,2022-10,공항철도 1호선,4206,마곡나루(서울식물원),"243,804","240,027","16,666","16,714",2022-11-03 10:23:08
569,2022-10,공항철도 1호선,4207,김포공항,"350,176","186,204","26,919","17,288",2022-11-03 10:23:08
570,2022-10,공항철도 1호선,4208,계양,"313,026","285,441","34,721","32,482",2022-11-03 10:23:08
571,2022-10,공항철도 1호선,4209,검암,"177,701","176,065","19,326","19,533",2022-11-03 10:23:08
572,2022-10,공항철도 1호선,4210,청라국제도시,"189,035","178,455","14,438","14,528",2022-11-03 10:23:08
573,2022-10,공항철도 1호선,4211,운서,"217,346","224,453","31,065","31,511",2022-11-03 10:23:08
574,2022-10,공항철도 1호선,4212,공항화물청사,"51,348","54,799","9,297","9,079",2022-11-03 10:23:08
575,2022-10,공항철도 1호선,4213,인천공항1터미널,"261,332","238,222","23,775","22,315",2022-11-03 10:23:08
576,2022-10,공항철도 1호선,4215,인천공항2터미널,"110,674","97,164","11,048","9,663",2022-11-03 10:23:08
577,2022-10,공항철도 1호선,4217,영종,"92,101","93,192","23,310","23,246",2022-11-03 10:23:08
578,2022-10,9호선2~3단계,4126,언주,"265,902","272,338","29,543","29,369",2022-11-03 10:23:08
579,2022-10,9호선2~3단계,4127,선정릉,"241,308","269,118","26,626","27,837",2022-11-03 10:23:08
580,2022-10,9호선2~3단계,4128,삼성중앙,"167,900","177,657","25,077","24,807",2022-11-03 10:23:08
581,2022-10,9호선2~3단계,4129,봉은사,"475,930","497,395","52,297","49,719",2022-11-03 10:23:08
582,2022-10,9호선2~3단계,4130,종합운동장,"113,770","112,161","21,143","18,937",2022-11-03 10:23:08
583,2022-10,9호선2~3단계,4131,삼전,"165,399","154,071","35,977","35,059",2022-11-03 10:23:08
584,2022-10,9호선2~3단계,4132,석촌고분,"148,500","142,152","36,451","36,439",2022-11-03 10:23:08
585,2022-10,9호선2~3단계,4133,석촌,"231,858","206,210","38,680","33,426",2022-11-03 10:23:08
586,2022-10,9호선2~3단계,4134,송파나루,"127,211","135,676","27,164","28,430",2022-11-03 10:23:08
587,2022-10,9호선2~3단계,4135,한성백제,"71,782","62,870","18,535","16,251",2022-11-03 10:23:08
588,2022-10,9호선2~3단계,4136,올림픽공원(한국체대),"237,240","245,086","36,949","37,406",2022-11-03 10:23:08
589,2022-10,9호선2~3단계,4137,둔촌오륜,"25,555","23,541","7,046","7,599",2022-11-03 10:23:08
590,2022-10,9호선2~3단계,4138,중앙보훈병원,"224,935","195,019","75,782","74,311",2022-11-03 10:23:08
591,2022-10,우이신설선,4701,북한산우이,"73,432","64,710","40,611","41,915",2022-11-03 10:23:08
592,2022-10,우이신설선,4702,솔밭공원,"44,954","39,153","29,779","31,158",2022-11-03 10:23:08
593,2022-10,우이신설선,4703,4.19민주묘지,"76,255","75,282","37,984","33,544",2022-11-03 10:23:08
594,2022-10,우이신설선,4704,가오리,"74,377","69,232","51,228","51,267",2022-11-03 10:23:08
595,2022-10,우이신설선,4705,화계,"59,548","51,722","44,322","44,849",2022-11-03 10:23:08
596,2022-10,우이신설선,4706,삼양,"32,086","32,329","27,100","29,651",2022-11-03 10:23:08
597,2022-10,우이신설선,4707,삼양사거리,"39,803","38,653","36,746","37,079",2022-11-03 10:23:08
598,2022-10,우이신설선,4708,솔샘,"129,599","116,340","40,523","42,013",2022-11-03 10:23:08
599,2022-10,우이신설선,4709,북한산보국문,"148,006","134,170","44,916","45,090",2022-11-03 10:23:08
600,2022-10,우이신설선,4710,정릉,"99,748","85,689","48,125","44,491",2022-11-03 10:23:08
601,2022-10,우이신설선,4711,성신여대입구(돈암),"74,631","88,609","28,815","28,595",2022-11-03 10:23:08
602,2022-10,우이신설선,4712,보문,"30,896","31,089","15,161","15,198",2022-11-03 10:23:08
603,2022-10,우이신설선,4713,신설동,"35,947","37,057","29,450","26,741",2022-11-03 10:23:08
604,2022-10,신림선,4401,샛강,"53,875","70,619","13,128","12,920",2022-11-03 10:23:08
605,2022-10,신림선,4402,대방,"59,185","43,277","13,557","11,408",2022-11-03 10:23:08
606,2022-10,신림선,4403,서울지방병무청,"52,261","56,486","20,046","21,955",2022-11-03 10:23:08
607,2022-10,신림선,4404,보라매,"70,886","65,030","18,961","16,126",2022-11-03 10:23:08
608,2022-10,신림선,4405,보라매공원,"38,760","41,511","13,924","15,282",2022-11-03 10:23:08
609,2022-10,신림선,4406,보라매병원,"126,447","133,081","41,299","40,067",2022-11-03 10:23:08
610,2022-10,신림선,4407,당곡,"81,731","77,226","29,900","29,421",2022-11-03 10:23:08
611,2022-10,신림선,4408,신림,"32,906","47,581","14,007","16,623",2022-11-03 10:23:08
612,2022-10,신림선,4409,서원,"67,113","53,390","20,387","20,283",2022-11-03 10:23:08
613,2022-10,신림선,4410,서울대벤처타운,"163,418","153,554","54,953","55,830",2022-11-03 10:23:08
614,2022-10,신림선,4411,관악산(서울대),"61,343","66,102","38,873","39,197",2022-11-03 10:23:08
