,사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
0,2022-10,1호선,150,서울역,"1,307,627","1,279,921","218,542","210,320",2022-11-03 10:23:08
1,2022-10,1호선,151,시청,"638,454","654,541","119,508","116,903",2022-11-03 10:23:08
2,2022-10,1호선,152,종각,"893,135","864,755","153,798","143,813",2022-11-03 10:23:08
3,2022-10,1호선,153,종로3가,"499,373","442,702","319,982","296,084",2022-11-03 10:23:08
4,2022-10,1호선,154,종로5가,"442,041","447,014","260,373","250,139",2022-11-03 10:23:08
5,2022-10,1호선,155,동대문,"231,006","219,104","124,571","124,404",2022-11-03 10:23:08
6,2022-10,1호선,156,신설동,"280,677","270,784","121,048","116,766",2022-11-03 10:23:08
7,2022-10,1호선,157,제기동,"234,930","222,417","287,970","309,026",2022-11-03 10:23:08
8,2022-10,1호선,158,청량리(서울시립대입구),"345,240","346,252","261,608","265,382",2022-11-03 10:23:08
9,2022-10,1호선,159,동묘앞,"144,243","154,090","166,501","169,644",2022-11-03 10:23:08
10,2022-10,2호선,201,시청,"615,600","585,843","64,011","57,360",2022-11-03 10:23:08
11,2022-10,2호선,202,을지로입구,"1,117,722","1,140,577","103,892","95,993",2022-11-03 10:23:08
12,2022-10,2호선,203,을지로3가,"575,411","568,927","77,891","76,037",2022-11-03 10:23:08
13,2022-10,2호선,204,을지로4가,"292,765","297,553","79,485","78,742",2022-11-03 10:23:08
14,2022-10,2호선,205,동대문역사문화공원(DDP),"360,827","417,562","57,641","62,966",2022-11-03 10:23:08
15,2022-10,2호선,206,신당,"322,718","337,779","95,107","96,417",2022-11-03 10:23:08
16,2022-10,2호선,207,상왕십리,"341,048","324,122","65,807","66,349",2022-11-03 10:23:08
17,2022-10,2호선,208,왕십리(성동구청),"437,696","362,854","53,676","45,468",2022-11-03 10:23:08
18,2022-10,2호선,209,한양대,"327,403","361,740","15,792","16,655",2022-11-03 10:23:08
19,2022-10,2호선,210,뚝섬,"576,341","610,719","59,863","60,409",2022-11-03 10:23:08
20,2022-10,2호선,211,성수,"924,271","1,026,319","101,576","103,500",2022-11-03 10:23:08
21,2022-10,2호선,212,건대입구,"989,589","1,068,135","91,708","95,960",2022-11-03 10:23:08
22,2022-10,2호선,213,구의(광진구청),"573,836","554,418","103,930","104,984",2022-11-03 10:23:08
23,2022-10,2호선,214,강변(동서울터미널),"861,528","822,368","130,477","127,218",2022-11-03 10:23:08
24,2022-10,2호선,215,잠실나루,"319,912","308,732","85,070","84,202",2022-11-03 10:23:08
25,2022-10,2호선,216,잠실(송파구청),"2,190,921","2,159,810","218,589","204,196",2022-11-03 10:23:08
26,2022-10,2호선,217,잠실새내,"534,621","539,428","111,248","110,998",2022-11-03 10:23:08
27,2022-10,2호선,218,종합운동장,"354,262","401,709","58,716","62,041",2022-11-03 10:23:08
28,2022-10,2호선,219,삼성(무역센터),"1,346,785","1,364,138","119,778","111,744",2022-11-03 10:23:08
29,2022-10,2호선,220,선릉,"1,249,025","1,107,006","218,529","193,370",2022-11-03 10:23:08
30,2022-10,2호선,221,역삼,"1,148,063","1,316,325","141,520","144,343",2022-11-03 10:23:08
31,2022-10,2호선,222,강남,"2,031,810","1,995,096","154,887","135,269",2022-11-03 10:23:08
32,2022-10,2호선,223,교대(법원.검찰청),"744,179","846,296","150,210","170,435",2022-11-03 10:23:08
33,2022-10,2호선,224,서초,"520,822","483,619","85,364","84,846",2022-11-03 10:23:08
34,2022-10,2호선,225,방배,"427,900","444,361","74,477","74,141",2022-11-03 10:23:08
35,2022-10,2호선,226,사당,"961,914","1,089,252","209,979","202,494",2022-11-03 10:23:08
36,2022-10,2호선,227,낙성대(강감찬),"705,022","679,642","108,915","110,870",2022-11-03 10:23:08
37,2022-10,2호선,228,서울대입구(관악구청),"1,198,157","1,170,291","179,938","170,672",2022-11-03 10:23:08
38,2022-10,2호선,229,봉천,"537,800","488,633","150,758","150,139",2022-11-03 10:23:08
39,2022-10,2호선,230,신림,"1,483,233","1,414,808","204,439","203,452",2022-11-03 10:23:08
40,2022-10,2호선,231,신대방,"620,908","594,680","126,387","127,971",2022-11-03 10:23:08
41,2022-10,2호선,232,구로디지털단지,"1,437,955","1,427,227","188,435","189,027",2022-11-03 10:23:08
42,2022-10,2호선,233,대림(구로구청),"587,083","600,605","126,030","130,094",2022-11-03 10:23:08
43,2022-10,2호선,234,신도림,"1,243,280","1,260,456","209,288","198,330",2022-11-03 10:23:08
44,2022-10,2호선,235,문래,"504,978","527,052","87,283","86,646",2022-11-03 10:23:08
45,2022-10,2호선,236,영등포구청,"497,514","519,766","99,170","99,096",2022-11-03 10:23:08
46,2022-10,2호선,237,당산,"473,287","557,945","60,812","66,863",2022-11-03 10:23:08
47,2022-10,2호선,238,합정,"882,688","970,477","71,303","72,703",2022-11-03 10:23:08
48,2022-10,2호선,239,홍대입구,"1,893,368","2,049,931","98,593","95,267",2022-11-03 10:23:08
49,2022-10,2호선,240,신촌,"1,014,647","1,031,122","121,198","119,001",2022-11-03 10:23:08
50,2022-10,2호선,241,이대,"424,861","455,578","48,748","50,964",2022-11-03 10:23:08
51,2022-10,2호선,242,아현,"246,018","230,988","64,523","63,926",2022-11-03 10:23:08
52,2022-10,2호선,243,충정로(경기대입구),"226,315","244,857","49,002","48,888",2022-11-03 10:23:08
53,2022-10,2호선,244,용답,"70,917","71,315","17,714","17,436",2022-11-03 10:23:08
54,2022-10,2호선,245,신답,"37,787","41,202","10,111","10,988",2022-11-03 10:23:08
55,2022-10,2호선,246,신설동,"78,432","73,766","33,952","35,054",2022-11-03 10:23:08
56,2022-10,2호선,247,도림천,"27,130","28,264","8,108","9,093",2022-11-03 10:23:08
57,2022-10,2호선,248,양천구청,"149,941","153,758","50,659","51,166",2022-11-03 10:23:08
58,2022-10,2호선,249,신정네거리,"229,346","231,401","72,702","73,852",2022-11-03 10:23:08
59,2022-10,2호선,250,용두(동대문구청),"44,751","42,967","22,939","24,060",2022-11-03 10:23:08
60,2022-10,3호선,309,지축,"136,179","129,626","30,757","29,327",2022-11-03 10:23:08
61,2022-10,3호선,310,구파발,"497,416","488,538","123,757","119,484",2022-11-03 10:23:08
62,2022-10,3호선,311,연신내,"800,861","750,060","264,701","254,924",2022-11-03 10:23:08
63,2022-10,3호선,312,불광,"342,612","368,645","141,097","156,992",2022-11-03 10:23:08
64,2022-10,3호선,313,녹번,"370,636","324,161","79,220","77,842",2022-11-03 10:23:08
65,2022-10,3호선,314,홍제,"384,480","360,409","144,997","141,974",2022-11-03 10:23:08
66,2022-10,3호선,315,무악재,"84,020","83,764","30,383","32,710",2022-11-03 10:23:08
67,2022-10,3호선,316,독립문,"156,230","166,702","70,205","71,062",2022-11-03 10:23:08
68,2022-10,3호선,317,경복궁(정부서울청사),"697,333","737,426","121,471","130,412",2022-11-03 10:23:08
69,2022-10,3호선,318,안국,"703,206","735,833","115,889","118,732",2022-11-03 10:23:08
70,2022-10,3호선,319,종로3가,"220,071","273,296","59,216","66,685",2022-11-03 10:23:08
71,2022-10,3호선,320,을지로3가,"251,410","252,269","48,755","45,997",2022-11-03 10:23:08
72,2022-10,3호선,321,충무로,46,0,6,0,2022-11-03 10:23:08
73,2022-10,3호선,322,동대입구,"275,536","313,766","41,622","47,562",2022-11-03 10:23:08
74,2022-10,3호선,323,약수,"298,926","287,666","84,134","78,999",2022-11-03 10:23:08
75,2022-10,3호선,324,금호,"188,426","172,142","54,420","53,298",2022-11-03 10:23:08
76,2022-10,3호선,325,옥수,"208,875","212,120","62,147","62,039",2022-11-03 10:23:08
77,2022-10,3호선,326,압구정,"779,128","859,857","142,395","141,393",2022-11-03 10:23:08
78,2022-10,3호선,327,신사,"758,971","804,175","70,538","69,295",2022-11-03 10:23:08
79,2022-10,3호선,328,잠원,"113,268","109,328","30,870","29,493",2022-11-03 10:23:08
80,2022-10,3호선,329,고속터미널,"1,298,048","1,262,602","204,767","194,517",2022-11-03 10:23:08
81,2022-10,3호선,330,교대(법원.검찰청),"328,410","215,481","70,730","43,383",2022-11-03 10:23:08
82,2022-10,3호선,331,남부터미널(예술의전당),"722,843","737,739","123,923","124,911",2022-11-03 10:23:08
83,2022-10,3호선,332,양재(서초구청),"867,845","962,433","151,557","152,705",2022-11-03 10:23:08
84,2022-10,3호선,333,매봉,"264,780","256,864","63,375","59,272",2022-11-03 10:23:08
85,2022-10,3호선,334,도곡,"116,901","119,037","23,503","22,283",2022-11-03 10:23:08
86,2022-10,3호선,335,대치,"277,933","270,469","63,385","60,395",2022-11-03 10:23:08
87,2022-10,3호선,336,학여울,"54,386","56,661","22,724","22,521",2022-11-03 10:23:08
88,2022-10,3호선,337,대청,"228,297","211,728","59,960","57,589",2022-11-03 10:23:08
89,2022-10,3호선,338,일원,"226,413","216,046","65,600","65,317",2022-11-03 10:23:08
90,2022-10,3호선,339,수서,"418,509","427,085","112,408","110,405",2022-11-03 10:23:08
91,2022-10,3호선,340,가락시장,"179,318","177,947","76,834","75,465",2022-11-03 10:23:08
92,2022-10,3호선,341,경찰병원,"159,238","157,442","41,710","43,036",2022-11-03 10:23:08
93,2022-10,3호선,342,오금,"147,987","133,154","30,124","29,591",2022-11-03 10:23:08
94,2022-10,4호선,409,당고개,"194,645","169,156","76,855","76,094",2022-11-03 10:23:08
95,2022-10,4호선,410,상계,"434,218","398,467","122,220","119,613",2022-11-03 10:23:08
96,2022-10,4호선,411,노원,"465,489","541,894","96,701","95,930",2022-11-03 10:23:08
97,2022-10,4호선,412,창동,"541,290","576,744","204,329","210,009",2022-11-03 10:23:08
98,2022-10,4호선,413,쌍문,"671,215","608,243","170,007","166,402",2022-11-03 10:23:08
99,2022-10,4호선,414,수유(강북구청),"808,798","805,593","194,080","194,129",2022-11-03 10:23:08
100,2022-10,4호선,415,미아(서울사이버대학),"332,048","312,863","113,318","114,670",2022-11-03 10:23:08
101,2022-10,4호선,416,미아사거리,"616,105","594,351","184,915","183,682",2022-11-03 10:23:08
102,2022-10,4호선,417,길음,"512,226","510,602","121,719","122,204",2022-11-03 10:23:08
103,2022-10,4호선,418,성신여대입구(돈암),"549,927","505,316","87,776","82,434",2022-11-03 10:23:08
104,2022-10,4호선,419,한성대입구(삼선교),"357,670","344,551","76,441","75,951",2022-11-03 10:23:08
105,2022-10,4호선,420,혜화,"957,803","966,600","131,350","130,447",2022-11-03 10:23:08
106,2022-10,4호선,421,동대문,"415,686","432,722","154,861","150,296",2022-11-03 10:23:08
107,2022-10,4호선,422,동대문역사문화공원(DDP),"444,347","387,877","61,000","54,358",2022-11-03 10:23:08
108,2022-10,4호선,423,충무로,"653,684","688,382","114,193","116,865",2022-11-03 10:23:08
109,2022-10,4호선,424,명동,"710,083","755,160","72,348","75,292",2022-11-03 10:23:08
110,2022-10,4호선,425,회현(남대문시장),"546,606","572,738","199,770","199,245",2022-11-03 10:23:08
111,2022-10,4호선,426,서울역,"299,274","547,805","40,488","55,416",2022-11-03 10:23:08
112,2022-10,4호선,427,숙대입구(갈월),"386,338","363,303","56,030","51,492",2022-11-03 10:23:08
113,2022-10,4호선,428,삼각지,"143,048","177,464","25,251","27,396",2022-11-03 10:23:08
114,2022-10,4호선,429,신용산,"464,119","487,087","53,251","53,766",2022-11-03 10:23:08
115,2022-10,4호선,430,이촌(국립중앙박물관),"231,151","262,787","51,987","54,393",2022-11-03 10:23:08
116,2022-10,4호선,431,동작(현충원),"37,746","40,430","15,949","15,776",2022-11-03 10:23:08
117,2022-10,4호선,432,총신대입구(이수),"402,790","445,981","154,781","162,831",2022-11-03 10:23:08
118,2022-10,4호선,433,사당,"701,074","594,723","101,808","102,514",2022-11-03 10:23:08
119,2022-10,4호선,434,남태령,"31,908","24,496","8,948","8,057",2022-11-03 10:23:08
120,2022-10,경부선,1001,서울역,"276,112","80,794","17,726","3,601",2022-11-03 10:23:08
121,2022-10,경부선,1002,남영,"246,143","256,623","38,440","39,003",2022-11-03 10:23:08
122,2022-10,경부선,1003,용산,"1,123,330","1,133,933","144,357","143,939",2022-11-03 10:23:08
123,2022-10,경부선,1004,노량진,"245,298","244,020","48,689","45,460",2022-11-03 10:23:08
124,2022-10,경부선,1005,대방,"269,652","290,071","61,380","62,556",2022-11-03 10:23:08
125,2022-10,경부선,1006,영등포,"1,005,965","1,039,572","265,564","265,694",2022-11-03 10:23:08
126,2022-10,경부선,1007,신도림,"94,991","97,341","27,492","32,043",2022-11-03 10:23:08
127,2022-10,경부선,1032,신길,"224,039","185,971","47,113","43,913",2022-11-03 10:23:08
128,2022-10,경부선,1701,구로,"433,132","446,894","100,483","96,543",2022-11-03 10:23:08
129,2022-10,경부선,1702,가산디지털단지,"419,226","501,072","37,241","41,891",2022-11-03 10:23:08
130,2022-10,경부선,1703,금천구청,"262,236","259,834","84,662","85,119",2022-11-03 10:23:08
131,2022-10,경부선,1704,석수,"229,887","206,015","51,408","48,895",2022-11-03 10:23:08
132,2022-10,경부선,1705,관악,"173,405","162,238","56,597","54,317",2022-11-03 10:23:08
133,2022-10,경부선,1706,안양,"642,375","631,582","121,258","124,643",2022-11-03 10:23:08
134,2022-10,경부선,1707,명학,"222,473","216,274","42,577","41,834",2022-11-03 10:23:08
135,2022-10,경부선,1708,금정,"683,893","693,707","124,634","125,485",2022-11-03 10:23:08
136,2022-10,경부선,1709,군포,"169,634","162,361","36,862","35,979",2022-11-03 10:23:08
137,2022-10,경부선,1710,의왕,"218,663","215,721","45,497","44,944",2022-11-03 10:23:08
138,2022-10,경부선,1711,성균관대,"396,410","392,347","56,724","56,953",2022-11-03 10:23:08
139,2022-10,경부선,1712,화서,"203,519","195,686","47,557","46,245",2022-11-03 10:23:08
140,2022-10,경부선,1713,수원,"1,079,324","1,142,896","158,006","160,641",2022-11-03 10:23:08
141,2022-10,경부선,1714,독산,"423,667","430,701","71,238","72,492",2022-11-03 10:23:08
142,2022-10,경부선,1715,세류,"85,201","77,605","17,260","16,748",2022-11-03 10:23:08
143,2022-10,경부선,1716,병점,"421,267","421,517","70,949","71,079",2022-11-03 10:23:08
144,2022-10,경부선,1717,세마,"75,818","70,405","16,571","15,355",2022-11-03 10:23:08
145,2022-10,경부선,1718,오산대,"102,906","95,040","20,500","19,247",2022-11-03 10:23:08
146,2022-10,경부선,1719,오산,"282,351","278,154","50,426","51,370",2022-11-03 10:23:08
147,2022-10,경부선,1720,진위,"44,051","38,483","10,542","9,961",2022-11-03 10:23:08
148,2022-10,경부선,1721,송탄,"129,888","127,242","22,443","21,908",2022-11-03 10:23:08
149,2022-10,경부선,1722,서정리,"224,451","211,865","35,214","34,294",2022-11-03 10:23:08
150,2022-10,경부선,1723,평택지제,"121,614","115,849","13,658","13,175",2022-11-03 10:23:08
151,2022-10,경부선,1724,평택,"374,474","378,817","69,351","68,253",2022-11-03 10:23:08
152,2022-10,경부선,1725,성환,"151,077","146,590","21,708","21,579",2022-11-03 10:23:08
153,2022-10,경부선,1726,직산,"22,683","22,820","5,577","5,187",2022-11-03 10:23:08
154,2022-10,경부선,1727,두정,"207,281","224,190","25,058","25,382",2022-11-03 10:23:08
155,2022-10,경부선,1728,천안,"179,784","173,026","57,102","57,280",2022-11-03 10:23:08
156,2022-10,경부선,1729,당정,"164,285","154,135","31,437","30,053",2022-11-03 10:23:08
157,2022-10,경부선,1749,서동탄,"34,358","31,007","8,021","7,667",2022-11-03 10:23:08
158,2022-10,경부선,1750,광명,"102,713","84,937","10,832","10,383",2022-11-03 10:23:08
159,2022-10,경인선,1801,개봉,"480,389","458,558","159,609","165,037",2022-11-03 10:23:08
160,2022-10,경인선,1802,오류동,"259,505","232,743","94,404","91,804",2022-11-03 10:23:08
161,2022-10,경인선,1803,역곡,"676,430","660,683","159,448","163,050",2022-11-03 10:23:08
162,2022-10,경인선,1804,부천,"778,591","781,011","214,870","217,197",2022-11-03 10:23:08
163,2022-10,경인선,1805,송내,"668,480","661,742","126,759","125,830",2022-11-03 10:23:08
164,2022-10,경인선,1806,부평,"757,785","819,222","144,154","147,065",2022-11-03 10:23:08
165,2022-10,경인선,1807,백운,"148,507","142,694","58,937","59,706",2022-11-03 10:23:08
166,2022-10,경인선,1808,동암,"380,000","377,430","104,079","104,883",2022-11-03 10:23:08
167,2022-10,경인선,1809,주안,"498,811","450,701","92,716","83,361",2022-11-03 10:23:08
168,2022-10,경인선,1810,제물포,"257,546","242,198","66,039","65,329",2022-11-03 10:23:08
169,2022-10,경인선,1811,동인천,"305,275","291,557","125,419","122,217",2022-11-03 10:23:08
170,2022-10,경인선,1812,인천,"97,172","72,593","46,652","42,184",2022-11-03 10:23:08
171,2022-10,경인선,1813,구일,"182,466","186,870","45,258","44,334",2022-11-03 10:23:08
172,2022-10,경인선,1814,소사,"206,555","202,062","65,966","66,590",2022-11-03 10:23:08
173,2022-10,경인선,1815,부개,"188,815","169,988","68,616","66,868",2022-11-03 10:23:08
174,2022-10,경인선,1816,간석,"129,242","119,911","45,946","44,072",2022-11-03 10:23:08
175,2022-10,경인선,1817,도원,"71,979","70,267","30,886","32,301",2022-11-03 10:23:08
176,2022-10,경인선,1821,온수(성공회대입구),"159,562","147,186","52,511","50,555",2022-11-03 10:23:08
177,2022-10,경인선,1822,중동,"202,997","184,354","73,543","71,633",2022-11-03 10:23:08
178,2022-10,경인선,1823,도화,"85,193","75,753","39,726","38,240",2022-11-03 10:23:08
179,2022-10,경원선,1008,이촌(국립중앙박물관),"98,457","72,948","30,570","26,183",2022-11-03 10:23:08
180,2022-10,경원선,1009,서빙고,"55,010","52,564","18,076","16,995",2022-11-03 10:23:08
181,2022-10,경원선,1010,한남,"88,880","85,269","29,489","27,566",2022-11-03 10:23:08
